komentar,rating,timestamp,sentimen,clean
good,5,2026-04-18 20:59:14,positif,good
belanja di shope sangat hemat untung besar dan berkualitas bagus selain itu kurirnya pun ramah dan baik.,5,2026-04-18 20:57:10,positif,belanja di shope sangat hemat untung besar dan berkualitas bagus selain itu kurirnya pun ramah dan baik
bagus,5,2026-04-18 20:55:13,positif,bagus
mantap,5,2026-04-18 20:54:34,positif,mantap
keren aplikasi shope ini,5,2026-04-18 20:54:09,positif,keren aplikasi shope ini
iklan anjeng,1,2026-04-18 20:53:31,negatif,iklan anjeng
saya mau ngasih masukan sih supaya mending customer bisa chat dengan kurir supaya tau juga gimana pengantarannya,5,2026-04-18 20:53:07,positif,saya mau ngasih masukan sih supaya mending customer bisa chat dengan kurir supaya tau juga gimana pengantarannya
"harga terjangkau setiap pembelian barang, kualitas juga baik.",5,2026-04-18 20:52:09,positif,harga terjangkau setiap pembelian barang kualitas juga baik
COD🙏,5,2026-04-18 20:51:42,positif,cod
pemulihan shopee di batasi,1,2026-04-18 20:50:22,negatif,pemulihan shopee di batasi
belajar belanja di shopee mudah dan terpercaya,5,2026-04-18 20:48:11,positif,belajar belanja di shopee mudah dan terpercaya
"App ilang""an",5,2026-04-18 20:46:50,positif,app ilangan
saya terbantu sekali dengan adanya shopee ketika mencari sesuatu yg unik dan menarik tapi tidak tahu dijual di mana. cukup cari di shopee saya akan menemukan barang barang yg unik dan menarik untuk memenuhi kebutuhan saya. cuma terkendalanya kadang lokasinya jauh tentu ongkirnya jd besar.,5,2026-04-18 20:46:46,positif,saya terbantu sekali dengan adanya shopee ketika mencari sesuatu yg unik dan menarik tapi tidak tahu dijual di mana cukup cari di shopee saya akan menemukan barang barang yg unik dan menarik untuk memenuhi kebutuhan saya cuma terkendalanya kadang lokasinya jauh tentu ongkirnya jd besar
sangat bagus,5,2026-04-18 20:46:40,positif,sangat bagus
bagus sekali,5,2026-04-18 20:45:41,positif,bagus sekali
good,5,2026-04-18 20:45:29,positif,good
sangat membantu n semoga sukses selalu,5,2026-04-18 20:44:36,positif,sangat membantu n semoga sukses selalu
menganggu waktu masa cuma 10 detik ada notif lagi tolong kurangi notif nya dan di tambah ada notifikasi gak jelas seperti tiba-tiba bilang paket akan sampai itu tolong hilangkan saya sudah Tersiksa gara-gara notif ini,1,2026-04-18 20:44:20,negatif,menganggu waktu masa cuma  detik ada notif lagi tolong kurangi notif nya dan di tambah ada notifikasi gak jelas seperti tibatiba bilang paket akan sampai itu tolong hilangkan saya sudah tersiksa garagara notif ini
top deh,5,2026-04-18 20:42:30,positif,top deh
apk leler aj sinyal bagus2,1,2026-04-18 20:41:01,negatif,apk leler aj sinyal bagus
luar biasa,5,2026-04-18 20:40:58,positif,luar biasa
"barang yang dipesan tidak sesuai estimasi sampainya barang lama sampai, jarak tokonya dekat tapi sampainya bisa sampai seminggu",1,2026-04-18 20:35:23,negatif,barang yang dipesan tidak sesuai estimasi sampainya barang lama sampai jarak tokonya dekat tapi sampainya bisa sampai seminggu
sifat ramah jelas promosinya,5,2026-04-18 20:34:45,positif,sifat ramah jelas promosinya
"aplikasi buruk, pelayanan CS lamban dan tidak professional",1,2026-04-18 20:34:29,negatif,aplikasi buruk pelayanan cs lamban dan tidak professional
"aplikasi bagus, tapi dari segi pengiriman paket kureng banget. Masa paket transit di sunter sampe 2 kali kan lawak. Paket dari bandung - transit sunter - transit cilegon - transit serang - transit sunter lagi. Why????? kalian lagi ngelawak🤣",1,2026-04-18 20:34:19,negatif,aplikasi bagus tapi dari segi pengiriman paket kureng banget masa paket transit di sunter sampe  kali kan lawak paket dari bandung  transit sunter  transit cilegon  transit serang  transit sunter lagi why kalian lagi ngelawak
bagus,5,2026-04-18 20:33:37,positif,bagus
aplikasinya berat mau check out aja lamaaaaaaa,1,2026-04-18 20:33:25,negatif,aplikasinya berat mau check out aja lamaaaaaaa
👍mantap,5,2026-04-18 20:33:20,positif,mantap
yo a yo e,5,2026-04-18 20:32:15,positif,yo a yo e
bagus,5,2026-04-18 20:31:52,positif,bagus
shopee express 🥰,5,2026-04-18 20:31:00,positif,shopee express 
smoga lbih baik lgi,5,2026-04-18 20:30:54,positif,smoga lbih baik lgi
barang komplit,5,2026-04-18 20:27:31,positif,barang komplit
tempat waktu,5,2026-04-18 20:27:06,positif,tempat waktu
puas,5,2026-04-18 20:26:16,positif,puas
menarik,3,2026-04-18 20:24:45,netral,menarik
"jasa kirim nya sangat amat lambat,tidak tepat waktu dan cs nya tidak sangat membatu,sangat amat kecewa dengan shope,mending beli lewat tiktok aja dari sekarang",1,2026-04-18 20:24:29,negatif,jasa kirim nya sangat amat lambattidak tepat waktu dan cs nya tidak sangat membatusangat amat kecewa dengan shopemending beli lewat tiktok aja dari sekarang
sangat terbantu,5,2026-04-18 20:23:37,positif,sangat terbantu
bagus bngett mantap,5,2026-04-18 20:21:49,positif,bagus bngett mantap
toko toko di sopee tidak bisa pesan COD sayang sekali,4,2026-04-18 20:21:38,positif,toko toko di sopee tidak bisa pesan cod sayang sekali
pee... kenapa nge bug ini baru aja... ???!!! berulang kali dibuka tapi mental terus...,5,2026-04-18 20:20:23,positif,pee kenapa nge bug ini baru aja  berulang kali dibuka tapi mental terus
"belanja nyaman dan murah sampai akhirnya ketika awal buka aplikasi langsung ke video, kenyamanan itu terganggu. tolonglah di atur ke beranda seperti sebelumnya.",1,2026-04-18 20:19:44,negatif,belanja nyaman dan murah sampai akhirnya ketika awal buka aplikasi langsung ke video kenyamanan itu terganggu tolonglah di atur ke beranda seperti sebelumnya
iklan Mulu lu tae,1,2026-04-18 20:19:11,negatif,iklan mulu lu tae
apik,5,2026-04-18 20:18:20,positif,apik
Shopee mantap 👍🏼,5,2026-04-18 20:18:20,positif,shopee mantap 
sangat puas dengan shopee,5,2026-04-18 20:17:47,positif,sangat puas dengan shopee
aplikasi yg bagus bgt,5,2026-04-18 20:16:09,positif,aplikasi yg bagus bgt
mantap..,5,2026-04-18 20:16:02,positif,mantap
kurir jadi lelet sekali,1,2026-04-18 20:15:34,negatif,kurir jadi lelet sekali
cepat,5,2026-04-18 20:11:56,positif,cepat
"pengiriman cepat, barang sesuai, sophie mantap",5,2026-04-18 20:11:27,positif,pengiriman cepat barang sesuai sophie mantap
selalu memberikan yang terbaik,5,2026-04-18 20:09:45,positif,selalu memberikan yang terbaik
okeee,5,2026-04-18 20:04:26,positif,okeee
brg/produk yg diiklankan sesuai dg pesanan meski terkadang melenceng dr ekspetasi tapi saya pribadi apresiasi dg shoppe ... 👍👍👍🙏,5,2026-04-18 20:03:27,positif,brgproduk yg diiklankan sesuai dg pesanan meski terkadang melenceng dr ekspetasi tapi saya pribadi apresiasi dg shoppe  
barang sudah dalam pengantaran ke alamat kok kembali ketempat transit,2,2026-04-18 20:00:28,negatif,barang sudah dalam pengantaran ke alamat kok kembali ketempat transit
memudahkan untuk kita belanja,5,2026-04-18 20:00:26,positif,memudahkan untuk kita belanja
oke,5,2026-04-18 19:57:44,positif,oke
Semoga sangat membantu...,5,2026-04-18 19:57:30,positif,semoga sangat membantu
"kapok belanja di shopee, paket non cod tapi kurir membuat penipuan paket di terima dgn bukti foto palsu, dan paket tidak saya terima sampai sekarang, pengajuan pengembalian dana pun lama , dan harus nunggu, kurir expedisi nya POS reguler",1,2026-04-18 19:56:05,negatif,kapok belanja di shopee paket non cod tapi kurir membuat penipuan paket di terima dgn bukti foto palsu dan paket tidak saya terima sampai sekarang pengajuan pengembalian dana pun lama  dan harus nunggu kurir expedisi nya pos reguler
pengiriman cepat dan pelayanan ramah,5,2026-04-18 19:53:14,positif,pengiriman cepat dan pelayanan ramah
saat buka aplikasi selalu muncul ke arah toko yang tidak dikenal,1,2026-04-18 19:53:06,negatif,saat buka aplikasi selalu muncul ke arah toko yang tidak dikenal
"kenapa isi saldo shopeepay tidak bisa masuk, udah 2 kali ngisi saldo shopeepay tidak masuk.",2,2026-04-18 19:52:51,negatif,kenapa isi saldo shopeepay tidak bisa masuk udah  kali ngisi saldo shopeepay tidak masuk
sangat bagus 💯,5,2026-04-18 19:49:49,positif,sangat bagus 
baik baik saja,5,2026-04-18 19:46:53,positif,baik baik saja
baik,5,2026-04-18 19:46:12,positif,baik
belanja d sini memuaskan,5,2026-04-18 19:44:33,positif,belanja d sini memuaskan
iklan yg menggunakan data ini sangat mengganggu ..apakah kalau tidak diiklankan barang kalian GK laku ya ...anjiiiingggg,1,2026-04-18 19:44:28,negatif,iklan yg menggunakan data ini sangat mengganggu apakah kalau tidak diiklankan barang kalian gk laku ya anjiiiingggg
terbaik,5,2026-04-18 19:44:24,positif,terbaik
"Kenapa susah update,ya...",4,2026-04-18 19:43:42,positif,kenapa susah updateya
"aplikasi nya bagus,cuman aku benci iklan ni aplikasi di tiap platform aplikasi lain,tiap gk sengaja kepencet dikit langsung masuk ke aplikasi nya,jujur nyebelin dan ganggu bgt",1,2026-04-18 19:37:09,negatif,aplikasi nya baguscuman aku benci iklan ni aplikasi di tiap platform aplikasi laintiap gk sengaja kepencet dikit langsung masuk ke aplikasi nyajujur nyebelin dan ganggu bgt
mati aja sana lu shoppe,1,2026-04-18 19:33:12,negatif,mati aja sana lu shoppe
Paket Instant tapi sampai hampir 24 jam kemudian (lewat batas SLA). CS hanya kasih jawaban template 'cek berkala' tanpa solusi manual yang cepat di awal. Sangat tidak efisien.,1,2026-04-18 19:32:58,negatif,paket instant tapi sampai hampir  jam kemudian lewat batas sla cs hanya kasih jawaban template cek berkala tanpa solusi manual yang cepat di awal sangat tidak efisien
tetaplah jadi yg terbaik,5,2026-04-18 19:29:55,positif,tetaplah jadi yg terbaik
"TOLONG UNTUK IKLAN SHOPEE, BENERIN PLIS, KITA BELUM MENCET UDAH KE APK NYA, DAN TOMBOL IKLAN NYA JANGAN KECIL BNGT, GA KEPENCET TAHU GA? GREGET BNGT SAMA IKLAN NYA, MAKSA BUAT BELANJA.",1,2026-04-18 19:29:22,negatif,tolong untuk iklan shopee benerin plis kita belum mencet udah ke apk nya dan tombol iklan nya jangan kecil bngt ga kepencet tahu ga greget bngt sama iklan nya maksa buat belanja
josjis,5,2026-04-18 19:29:13,positif,josjis
"pertama-tama saya menggunakan shopee saya merasa e-commerce ini bagus krna amanah. Tetapi beberapa kali saya mengalami kejadian barang yang saya pesan berbeda dengan yang di terima oleh pembeli contohya saya membeli 2 pcs baju tetapi yang di kirim hanya 1, ketika saya komplain dengan mengechat toko tersebut mereka akan mengganti jika saya membeli lagi. Awal nya saya memaklumi atas kelalaian tersebut tetapi untuk kejadian yang sama kli ini saya tidak bisa menormal kn lagi.",3,2026-04-18 19:22:14,netral,pertamatama saya menggunakan shopee saya merasa ecommerce ini bagus krna amanah tetapi beberapa kali saya mengalami kejadian barang yang saya pesan berbeda dengan yang di terima oleh pembeli contohya saya membeli  pcs baju tetapi yang di kirim hanya  ketika saya komplain dengan mengechat toko tersebut mereka akan mengganti jika saya membeli lagi awal nya saya memaklumi atas kelalaian tersebut tetapi untuk kejadian yang sama kli ini saya tidak bisa menormal kn lagi
sistem aplikasi sering eror voucher dan promonya terlalu sedikit ditambah lagi buat pengguna yang sudah terdaftar lalu daftar lagi tidak bisa mengunakan voucher dan promonya terlalu di batasi bikin pengguna tidak nyaman dan kecewa mohon untuk di perbaiki,3,2026-04-18 19:21:30,netral,sistem aplikasi sering eror voucher dan promonya terlalu sedikit ditambah lagi buat pengguna yang sudah terdaftar lalu daftar lagi tidak bisa mengunakan voucher dan promonya terlalu di batasi bikin pengguna tidak nyaman dan kecewa mohon untuk di perbaiki
Alhamdulillah sering sesuai tapi pernah juga dikirim barang SM penjual yg hanya utk menguntungkan diri sendiri utk shopee kerrenn pkonya,5,2026-04-18 19:21:29,positif,alhamdulillah sering sesuai tapi pernah juga dikirim barang sm penjual yg hanya utk menguntungkan diri sendiri utk shopee kerrenn pkonya
Warsan aling,2,2026-04-18 19:20:54,negatif,warsan aling
"sangat buruk, alamat sudah pas barang tidak pernah sampai. mau chat kurir fitur nya gada, sampah",1,2026-04-18 19:20:16,negatif,sangat buruk alamat sudah pas barang tidak pernah sampai mau chat kurir fitur nya gada sampah
Gak pernah kecewa belanja di shopee....👍💖,5,2026-04-18 19:15:38,positif,gak pernah kecewa belanja di shopee
baik,5,2026-04-18 19:15:26,positif,baik
"selama pakai ini ngak mengecewakan, bahkan untuk pemula seperti saya",5,2026-04-18 19:14:45,positif,selama pakai ini ngak mengecewakan bahkan untuk pemula seperti saya
"Barang datang telat, dapat kompensasi voucher, tp ada minimal pembelian 120rb. Sama aja bohong. Padahal dulu klo telat, kompensasi tak ada minimal pembelian. Masih jauh lebih berguna voucher di Lazada jika pembeliannya besar. Saya mau beli barang ratusan ribu, saya bandingkan dulu dg Lazada di toko yg sama. Bulan kemarin hbs beli Zper Jet Cleaner putih + 1 baterai 988VF , di Shopee kenanya 350-an rb, akhirnya beli di Lazada cuma kena 268rban.",1,2026-04-18 19:14:43,negatif,barang datang telat dapat kompensasi voucher tp ada minimal pembelian rb sama aja bohong padahal dulu klo telat kompensasi tak ada minimal pembelian masih jauh lebih berguna voucher di lazada jika pembeliannya besar saya mau beli barang ratusan ribu saya bandingkan dulu dg lazada di toko yg sama bulan kemarin hbs beli zper jet cleaner putih   baterai vf  di shopee kenanya an rb akhirnya beli di lazada cuma kena rban
good,5,2026-04-18 19:13:59,positif,good
tolong bantu kurir kami atas nama doni dia salah sukseskan paket,5,2026-04-18 19:12:24,positif,tolong bantu kurir kami atas nama doni dia salah sukseskan paket
"SUKAA BANGETT, BRANG NYAA MURCE MURCEE😋😋💕",5,2026-04-18 19:09:46,positif,sukaa bangett brang nyaa murce murcee
banyak diskon dan pengiriman cepat,5,2026-04-18 19:07:38,positif,banyak diskon dan pengiriman cepat
"paling males kalo lgi buka apk lain tiba-tiba yg ke buka malah shopee, please lah kalo mau ngiklan ga usah kaya gitu, ganggu tau ga.",2,2026-04-18 19:07:29,negatif,paling males kalo lgi buka apk lain tibatiba yg ke buka malah shopee please lah kalo mau ngiklan ga usah kaya gitu ganggu tau ga
oke,5,2026-04-18 19:06:57,positif,oke
"tiap pesen shopee food ,gak pernah bisa kasih tip ke driver , tulisan nya beri penilaian dan tip, tapi menu tip nya gak ada, payah",2,2026-04-18 19:06:01,negatif,tiap pesen shopee food gak pernah bisa kasih tip ke driver  tulisan nya beri penilaian dan tip tapi menu tip nya gak ada payah
mantaps,5,2026-04-18 19:05:22,positif,mantaps
"buruk, pengembalian barang dari tgl 3 uang saya belum kembali sampai sekarang , kesalahan penjual yg teledor pesenya apa di kasih nya apa, pihak shope jg sangat lelet penangananya",1,2026-04-18 19:05:02,negatif,buruk pengembalian barang dari tgl  uang saya belum kembali sampai sekarang  kesalahan penjual yg teledor pesenya apa di kasih nya apa pihak shope jg sangat lelet penangananya
aplikasi shopee ini sangat membantu saya untuk membeli barang yang tidak ada didalam kota saya,5,2026-04-18 19:04:36,positif,aplikasi shopee ini sangat membantu saya untuk membeli barang yang tidak ada didalam kota saya
akun shopee ku di retas orng dn smpt mmbrikan dta dri tp saya cept tlpn cs dn minta untuk di ttup akun dn hpus smua dta dri spinjam dn lainnya. alhmdllah di layani dgn baik di ksi intruksi dgn baik... tp smoga tdk ada ksus sprti ini lgi krn bnr bnr mmbhyakan mungkin bgi orng yg ga ngerti .. tkut bngt. dn smoga dta dta ku di akun shopee bnr bnr ga bisa di pake siapapun,5,2026-04-18 19:04:13,positif,akun shopee ku di retas orng dn smpt mmbrikan dta dri tp saya cept tlpn cs dn minta untuk di ttup akun dn hpus smua dta dri spinjam dn lainnya alhmdllah di layani dgn baik di ksi intruksi dgn baik tp smoga tdk ada ksus sprti ini lgi krn bnr bnr mmbhyakan mungkin bgi orng yg ga ngerti  tkut bngt dn smoga dta dta ku di akun shopee bnr bnr ga bisa di pake siapapun
sangat membantu,5,2026-04-18 19:03:09,positif,sangat membantu
mantap,5,2026-04-18 19:01:53,positif,mantap
mntep sngat berguna,5,2026-04-18 19:01:16,positif,mntep sngat berguna
berbelanja di shopee sangat membantu dalam memenuhi kebutuhan,5,2026-04-18 19:00:33,positif,berbelanja di shopee sangat membantu dalam memenuhi kebutuhan
aplikasi belanja online terpopuler terimakasih Shopee,5,2026-04-18 18:59:11,positif,aplikasi belanja online terpopuler terimakasih shopee
ok,5,2026-04-18 18:58:02,positif,ok
agak lelet tapi its oke lah,5,2026-04-18 18:56:47,positif,agak lelet tapi its oke lah
ok,5,2026-04-18 18:54:51,positif,ok
shopee amanah.,5,2026-04-18 18:54:34,positif,shopee amanah
baguss,5,2026-04-18 18:54:24,positif,baguss
"sanggat bagus,semua bsrang yang di cari ada,trs untuk pengembalian dana juga cpt klw barang ad yg tidak sesuai,gratis ongkir nya banyak lgi pokok recommend banget buat semua kebutuhan",5,2026-04-18 18:52:09,positif,sanggat bagussemua bsrang yang di cari adatrs untuk pengembalian dana juga cpt klw barang ad yg tidak sesuaigratis ongkir nya banyak lgi pokok recommend banget buat semua kebutuhan
Pelayanan yang baik jika ada kendala.,5,2026-04-18 18:50:40,positif,pelayanan yang baik jika ada kendala
ok,5,2026-04-18 18:49:57,positif,ok
mudah praktis,5,2026-04-18 18:49:47,positif,mudah praktis
mantap,5,2026-04-18 18:47:35,positif,mantap
dgn mengunakan aplikasi shopee sagat mempermudah mencari barang yg di butuhkan.....,5,2026-04-18 18:47:10,positif,dgn mengunakan aplikasi shopee sagat mempermudah mencari barang yg di butuhkan
bagus,5,2026-04-18 18:47:04,positif,bagus
update terbaru,5,2026-04-18 18:46:35,positif,update terbaru
sangat membantu untuk segala hal,5,2026-04-18 18:45:01,positif,sangat membantu untuk segala hal
